,Ranking,Move,Country,Player,Age,Points,Tourn Played,Points Dropping,Next Best
1909,1908T,4,ESP,Alejandro Artunedo ,21,1 ,6 ,0,0
1910,1908T,4,ARG,Franco David Aubone ,18,1 ,6 ,0,0
1911,1908T,4,ARG,Nicolas Bacella ,20,1 ,6 ,0,0
1912,1908T,4,GBR,Robert Carter ,24,1 ,6 ,0,0
1913,1908T,4,ESP,Lluis Dolz ,18,1 ,6 ,0,0
1914,1908T,4,ROU,Vlad Andrei Dumitru ,20,1 ,6 ,0,0
1915,1908T,4,POR,Martim Leote Prata ,17,1 ,6 ,0,0
1916,1908T,4,ESP,Imanol Lopez Morillo ,18,1 ,6 ,0,0
1917,1908T,4,KOR,Hyun-Woo Nam ,33,1 ,6 ,0,0
1918,1908T,4,CHN,Yuqing Ning ,23,1 ,6 ,0,0
1919,1908T,4,JPN,Kazuki Nishiwaki ,23,1 ,6 ,0,0
1920,1908T,35,RUS,Alexander Pavlioutchenkov ,32,1 ,6 ,0,0
1921,1908T,4,IND,Vignesh Peranamallur ,30,1 ,6 ,0,0
1922,1908T,4,ITA,Riccardo Roberto ,20,1 ,6 ,0,0
1923,1908T,4,NZL,Olly Sadler ,22,1 ,6 ,0,0
1924,1908T,4,SWE,Christoffer Solberg ,24,1 ,6 ,0,0
1925,1908T,4,GBR,Isaac Stoute ,21,1 ,6 ,0,0
1926,1908T,4,TPE,Li-Wie Tan ,22,1 ,6 ,0,0
1927,1908T,4,RUS,Nikolay Vylegzhanin ,17,1 ,6 ,0,0
1928,1908T,24,CHN,Rui-Xuan Wang ,21,1 ,6 ,1,0
1929,1908T,363,CHN,Sheng Hao Zhou ,21,1 ,6 ,0,0
1930,1931T,1,ITA,Gianluca Acquaroli ,23,1 ,7 ,0,0
1931,1931T,1,UKR,Gleb Alekseenko ,34,1 ,7 ,0,0
1932,1931T,1,TUN,Mohamed Ali Bellalouna ,18,1 ,7 ,0,0
1933,1931T,1,RUS,Yan Bondarevskiy ,17,1 ,7 ,0,0
1934,1931T,1,NGR,Clifford Enosoregbe ,27,1 ,7 ,0,0
1935,1931T,1,CAN,Washi Gervais ,23,1 ,7 ,0,0
1936,1931T,1,TPE,Yu Hsiou Hsu ,18,1 ,7 ,0,0
1937,1931T,1,AUT,Bernd Kossler ,24,1 ,7 ,1,0
1938,1931T,1,CZE,Dominik Langmajer ,18,1 ,7 ,0,0
1939,1931T,1,GER,Patrick Mayer ,24,1 ,7 ,0,0
1940,1931T,1,RUS,Matvey Minin ,16,1 ,7 ,0,0
1941,1931T,1,ARG,Franco Ribero ,18,1 ,7 ,0,0
1942,1931T,1,AUT,Philipp Schroll ,21,1 ,7 ,0,0
1943,1931T,1,USA,Roy Smith ,19,1 ,7 ,0,0
1944,1931T,16,IND,Dhruv Sunish ,18,1 ,7 ,0,0
1945,1931T,16,CHN,Hao Wu ,21,1 ,7 ,0,0
1946,1947T,,IND,Vasisht Cheruku ,18,1 ,8 ,1,0
1947,1947T,,NGR,Sylvester Emmanuel ,19,1 ,8 ,0,0
1948,1947T,,FRA,Quentin Folliot ,19,1 ,8 ,0,0
1949,1947T,,GRE,Stamatis Kapiris ,18,1 ,8 ,0,0
1950,1947T,,THA,Phongsapak Kerdlaphee ,19,1 ,8 ,0,0
1951,1947T,,CHN,Chengze Lyu ,,1 ,8 ,0,0
1952,1947T,,JPN,Keisuke Numajiri ,22,1 ,8 ,0,0
1953,1947T,,ARG,Agustin Suarez Gonzalez ,24,1 ,8 ,0,0
1954,1947T,,AUS,Lucas Vuradin ,19,1 ,8 ,1,0
1955,1947T,,HKG,Pak Long Yeung ,23,1 ,8 ,0,0
1956,1947T,12,CHN,Lingxi Zhao ,18,1 ,8 ,0,0
1957,1958T,1,ARG,Franco Capalbo ,20,1 ,9 ,0,0
1958,1958T,1,SVK,David Juras ,18,1 ,9 ,0,0
1959,1958T,1,SVK,Patrik Obal ,21,1 ,9 ,0,0
1960,1961,2,NED,Bart Stevens ,20,1 ,10 ,0,0
1961,1962,2,TKM,Isa Mammetgulyyev ,21,1 ,11 ,0,0
1962,1963T,2,CHI,Esteban  Bruna ,23,1 ,12 ,0,0
1963,1963T,2,SRB,Boris Butulija ,19,1 ,12 ,0,0
1964,1965,2,SRB,Milos Nikolic ,20,1 ,13 ,0,0
1965,1966,2,TUR,Sefa Suluoglu ,22,1 ,16 ,0,0
1966,1967,2,SUI,Aria Harajchi ,21,1 ,17 ,0,0
